ACC_YEAR,SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,LAND_GBN,LAND_GBN_NM,BONBEON,BUBEON,BLDG_NM,DEAL_YMD,OBJ_AMT,BLDG_AREA,TOT_AREA,FLOOR,RIGHT_GBN,CNTL_YMD,BUILD_YEAR,HOUSE_TYPE,REQ_GBN,RDEALER_LAWDNM,Deal_YMD
2024,11305,강북구,10100,미아동,1,대지,1357,0000,삼각산아이원,20240518,59500,59.758,0.0,8.0,,,2003,아파트,중개거래,서울 강북구,2024-05-18
2024,11410,서대문구,11100,홍제동,1,대지,0453,0000,청구1차,20240518,89000,84.78,0.0,7.0,,,1994,아파트,중개거래,서울 서대문구,2024-05-18
2024,11350,노원구,10600,중계동,1,대지,0587,0000,양지마을(대림)1,20240518,89800,84.9,0.0,7.0,,,1998,아파트,중개거래,서울 노원구,2024-05-18
2024,11200,성동구,10900,금호동1가,1,대지,0633,0000,벽산,20240518,93500,59.9,0.0,17.0,,,2001,아파트,중개거래,"서울 성동구, 서울 은평구",2024-05-18
2024,11350,노원구,10600,중계동,1,대지,0445,0000,염광,20240518,77500,123.41,0.0,13.0,,,1996,아파트,중개거래,서울 노원구,2024-05-18
2024,11290,성북구,10300,돈암동,1,대지,0631,0000,범양,20240518,60000,59.79,0.0,15.0,,,1998,아파트,중개거래,서울 성북구,2024-05-18
2024,11305,강북구,10200,번동,1,대지,0656,0000,번동금호어울림,20240518,46500,59.43,0.0,10.0,,,1998,아파트,중개거래,서울 강북구,2024-05-18
2024,11440,마포구,12300,망원동,1,대지,0466,0001,동양주택(466-1),20240518,48000,73.44,36.0,3.0,,,1997,연립다세대,중개거래,서울 마포구,2024-05-18
2024,11440,마포구,10100,아현동,1,대지,0777,0000,마포래미안푸르지오1단지,20240518,184000,84.891,0.0,18.0,,,2014,아파트,중개거래,서울 마포구,2024-05-18
2024,11560,영등포구,13200,신길동,1,대지,4945,0000,래미안영등포프레비뉴,20240518,124000,84.98,0.0,10.0,,,2015,아파트,중개거래,서울 영등포구,2024-05-18
2024,11350,노원구,10300,공릉동,1,대지,0737,0000,삼익포레스트아파트,20240518,66000,84.6,0.0,7.0,,,1995,아파트,중개거래,서울 노원구,2024-05-18
2024,11650,서초구,10800,서초동,1,대지,1757,0000,서초그랑자이,20240518,275000,74.98,0.0,34.0,,,2021,아파트,중개거래,"대전 유성구, 서울 서초구",2024-05-18
2024,11440,마포구,11100,신수동,1,대지,0462,0000,신촌숲아이파크,20240518,185000,84.901,0.0,15.0,,,2019,아파트,중개거래,서울 마포구,2024-05-18
2024,11230,동대문구,10200,용두동,1,대지,0779,0000,신동아,20240518,61500,49.68,0.0,14.0,,,1994,아파트,중개거래,서울 동대문구,2024-05-18
2024,11560,영등포구,10800,영등포동7가,1,대지,0208,0000,포레나영등포센트럴,20240518,103500,59.897,0.0,20.0,,,2020,아파트,중개거래,서울 영등포구,2024-05-18
2024,11710,송파구,10800,문정동,1,대지,0618,0000,파크하비오,20240518,48000,48.96,61.85,13.0,,,null,오피스텔,중개거래,서울 송파구,2024-05-18
2024,11470,양천구,10100,신정동,1,대지,0337,0000,목동우성2,20240518,89700,84.96,0.0,10.0,,,2000,아파트,중개거래,서울 양천구,2024-05-18
2024,11230,동대문구,10500,답십리동,1,대지,0990,0000,두산,20240518,65000,59.96,0.0,13.0,,,2000,아파트,중개거래,서울 동대문구,2024-05-18
2024,11410,서대문구,11700,연희동,1,대지,0170,0165,삼성아트빌2차,20240518,22000,51.94,28.0,5.0,,,2003,연립다세대,중개거래,서울 서대문구,2024-05-18
2024,11320,도봉구,10700,창동,1,대지,0027,0000,주공19단지(창동리버타운),20240518,77500,68.86,0.0,10.0,,,1988,아파트,중개거래,서울 도봉구,2024-05-18
2024,11740,강동구,10500,길동,1,대지,0477,0000,이편한세상강동에코포레,20240518,94800,59.99,0.0,7.0,,,2020,아파트,중개거래,서울 강동구,2024-05-18
2024,11260,중랑구,10100,면목동,1,대지,1544,0000,라온프라이빗,20240518,98900,84.967,0.0,9.0,,,2020,아파트,중개거래,서울 중랑구,2024-05-18
2024,11650,서초구,10800,서초동,1,대지,1529,0000,서초2차e-편한세상,20240518,165500,84.67,0.0,6.0,,,2005,아파트,중개거래,"서울 강남구, 서울 송파구",2024-05-18
2024,11710,송파구,10900,장지동,1,대지,0854,0000,송파파인타운11단지,20240518,119500,84.94,0.0,19.0,,,2007,아파트,중개거래,서울 송파구,2024-05-18
2024,11620,관악구,10100,봉천동,1,대지,1718,0000,벽산블루밍,20240518,72500,59.99,0.0,11.0,,,2005,아파트,중개거래,서울 관악구,2024-05-18
2024,11740,강동구,10200,고덕동,1,대지,0486,0000,아남1,20240518,83500,71.2,0.0,5.0,,,1996,아파트,중개거래,서울 강동구,2024-05-18
2024,11470,양천구,10200,목동,1,대지,0961,0000,목동 현대 하이페리온2,20240518,144000,94.486,122.831,13.0,,,2006,오피스텔,중개거래,서울 양천구,2024-05-18
2024,11470,양천구,10100,신정동,1,대지,0312,0000,목동신시가지9,20240518,179500,100.33,0.0,3.0,,,1987,아파트,중개거래,서울 양천구,2024-05-18
2024,11590,동작구,10700,사당동,1,대지,1160,0000,사당롯데캐슬골든포레,20240518,98300,59.977,0.0,11.0,,,2021,아파트,중개거래,서울 동작구,2024-05-18
2024,11215,광진구,10500,자양동,1,대지,0227,0102,드림하이빌1차,20240518,32000,29.95,15.0,4.0,,,2019,연립다세대,중개거래,서울 광진구,2024-05-18
2024,11350,노원구,10300,공릉동,1,대지,0737,0000,삼익포레스트아파트,20240518,65000,84.6,0.0,12.0,,,1995,아파트,중개거래,서울 노원구,2024-05-18
2024,11590,동작구,10500,흑석동,1,대지,0340,0000,롯데캐슬에듀포레,20240518,164500,84.991,0.0,16.0,,,2018,아파트,중개거래,서울 동작구,2024-05-18
2024,11530,구로구,10900,궁동,1,대지,0184,0031,스위트브라운4동(184-31),20240518,31000,74.37,43.0,2.0,,,2004,연립다세대,중개거래,서울 구로구,2024-05-18
2024,11545,금천구,10200,독산동,1,대지,0912,0002,조양아트빌D동,20240518,25000,64.26,35.0,2.0,,,2003,연립다세대,중개거래,서울 금천구,2024-05-18
2024,11305,강북구,10100,미아동,1,대지,1353,0000,에스케이북한산시티,20240518,80000,114.85,0.0,19.0,,,2004,아파트,중개거래,서울 강북구,2024-05-18
2024,11545,금천구,10300,시흥동,1,대지,0806,0000,시흥동월드메르디앙,20240518,60000,82.81,0.0,13.0,,,2006,아파트,중개거래,서울 금천구,2024-05-18
2024,11380,은평구,10300,불광동,1,대지,0105,0005,수성렉스빌,20240518,30500,42.5,26.0,4.0,,,2017,연립다세대,중개거래,서울 은평구,2024-05-18
2024,11470,양천구,10200,목동,1,대지,0936,0000,진도2,20240518,144000,84.75,0.0,10.0,,,1999,아파트,중개거래,서울 양천구,2024-05-18
2024,11230,동대문구,10900,휘경동,1,대지,0057,0000,주공2,20240518,43900,39.98,0.0,16.0,,,2001,아파트,중개거래,서울 동대문구,2024-05-18
2024,11290,성북구,13300,정릉동,1,대지,0412,0055,선우쉐르빌B,20240518,25000,55.13,30.0,3.0,,,2003,연립다세대,중개거래,서울 성북구,2024-05-18
2024,11260,중랑구,10300,중화동,1,대지,0274,0049,센트럴파크(274-49),20240518,23000,28.8,18.28,2.0,,,2014,연립다세대,중개거래,서울 중랑구,2024-05-18
2024,11590,동작구,10800,대방동,1,대지,0043,0009,비전,20240518,143000,122.52,0.0,2.0,,,1992,아파트,중개거래,서울 동작구,2024-05-18
2024,11440,마포구,10100,아현동,1,대지,0777,0000,마포래미안푸르지오4단지,20240518,147500,59.965,0.0,6.0,,,2014,아파트,중개거래,서울 마포구,2024-05-18
2024,11590,동작구,10100,노량진동,1,대지,0325,0000,신동아리버파크,20240518,87250,59.67,0.0,17.0,,,2001,아파트,중개거래,서울 동작구,2024-05-18
2024,11215,광진구,10100,중곡동,1,대지,0112,0022,선화빌라2차,20240518,31000,46.26,21.0,1.0,,,1995,연립다세대,중개거래,서울 광진구,2024-05-18
2024,11215,광진구,10500,자양동,1,대지,0227,0102,드림하이빌1차,20240518,32000,29.95,15.0,4.0,,20240523,2019,연립다세대,중개거래,서울 광진구,2024-05-18
2024,11200,성동구,11000,금호동2가,1,대지,0001,0000,신금호파크자이,20240518,125500,59.98,0.0,2.0,,,2016,아파트,중개거래,서울 성동구,2024-05-18
2024,11350,노원구,10200,월계동,1,대지,0781,0000,청백4,20240518,29500,39.84,0.0,9.0,,,1998,아파트,중개거래,서울 노원구,2024-05-18
2024,11740,강동구,10700,암사동,1,대지,0509,0000,선사현대,20240518,84500,59.64,0.0,15.0,,,2000,아파트,중개거래,서울 강동구,2024-05-18
2024,11170,용산구,12900,이촌동,1,대지,0412,0000,이촌코오롱(A),20240518,184000,84.78,0.0,6.0,,20240618,1999,아파트,중개거래,서울 용산구,2024-05-18
2024,11290,성북구,10300,돈암동,1,대지,0524,0000,일신건영휴먼빌아파트,20240518,74000,84.98,0.0,19.0,,,2005,아파트,중개거래,서울 성북구,2024-05-18
2024,11290,성북구,13900,석관동,1,대지,0407,0000,석관래미안,20240518,73850,59.9,0.0,11.0,,,2009,아파트,중개거래,서울 성북구,2024-05-18
2024,11230,동대문구,10600,장안동,1,대지,0329,0003,래미안장안2차,20240518,72500,64.85,0.0,1.0,,,2007,아파트,중개거래,서울 동대문구,2024-05-18
2024,11680,강남구,10300,개포동,1,대지,0012,0000,삼익대청아파트301동~306동,20240518,112500,39.53,0.0,2.0,,,1992,아파트,중개거래,서울 강남구,2024-05-18
2024,11380,은평구,11400,진관동,1,대지,0001,0000,상림마을6단지푸르지오(615~621동)BL1-6,20240518,86000,101.61,0.0,6.0,,,2008,아파트,중개거래,서울 은평구,2024-05-18
2024,11710,송파구,11300,거여동,1,대지,0697,0000,송파시그니처롯데캐슬,20240518,116500,59.98,0.0,28.0,,,2021,아파트,중개거래,"서울 송파구, 서울 양천구",2024-05-18
2024,11410,서대문구,11100,홍제동,1,대지,0122,0020,석천빌라A동,20240518,47000,78.82,43.0,2.0,,,1995,연립다세대,중개거래,서울 서대문구,2024-05-18
2024,11680,강남구,10100,역삼동,1,대지,0711,0003,역삼자이,20240518,305000,114.019,0.0,9.0,,,2016,아파트,중개거래,"서울 강남구, 서울 동작구",2024-05-18
2024,11170,용산구,12400,한강로1가,1,대지,0050,0001,용산파크자이,20240518,38850,37.26,50.91,6.0,,,2005,오피스텔,중개거래,서울 용산구,2024-05-18
2024,11740,강동구,10500,길동,1,대지,0387,0005,청광플러스원(큐브1차),20240518,9300,17.075,0.0,6.0,,,2012,아파트,중개거래,서울 강동구,2024-05-18
2024,11440,마포구,11500,상수동,1,대지,0398,0000,래미안밤섬리베뉴Ⅱ,20240518,133000,59.99,0.0,6.0,,,2014,아파트,중개거래,서울 마포구,2024-05-18
2024,11260,중랑구,10200,상봉동,1,대지,0127,0043,양우빌라타운나동,20240518,24500,53.84,39.3,3.0,,,1994,연립다세대,중개거래,서울 중랑구,2024-05-18
2024,11215,광진구,10900,군자동,1,대지,0099,0000,일성파크,20240518,68000,59.96,0.0,4.0,,,1996,아파트,중개거래,서울 광진구,2024-05-18
2024,11440,마포구,11400,창전동,1,대지,0444,0000,서강예가,20240518,133000,84.988,0.0,7.0,,,2007,아파트,중개거래,서울 마포구,2024-05-18
2024,11740,강동구,10600,둔촌동,1,대지,0170,0001,올림픽파크 포레온,20240518,205240,84.99,0.0,24.0,입주권,,0,아파트,중개거래,서울 강동구,2024-05-18
2024,11200,성동구,11100,금호동3가,1,대지,1344,0039,삼성빌1차,20240518,66380,37.7,17.0,4.0,,,2002,연립다세대,중개거래,서울 성동구,2024-05-18
2024,11170,용산구,11900,효창동,1,대지,0287,0000,용산롯데캐슬센터포레,20240518,145000,59.952,0.0,7.0,,,2019,아파트,중개거래,"경기 수원시영통구, 서울 용산구",2024-05-18
2024,11590,동작구,10100,노량진동,1,대지,0325,0000,신동아리버파크,20240518,81700,59.67,0.0,8.0,,,2001,아파트,중개거래,서울 동작구,2024-05-18
2024,11650,서초구,10700,반포동,1,대지,1341,0000,반포래미안아이파크,20240518,240000,59.95,0.0,16.0,,,2018,아파트,중개거래,서울 서초구,2024-05-18
2024,11545,금천구,10200,독산동,1,대지,0148,0044,자이칸타빌(148-44),20240518,23500,29.88,19.84,4.0,,,2016,연립다세대,중개거래,경기 광명시,2024-05-18
2024,11440,마포구,10200,공덕동,1,대지,0464,0000,래미안공덕4차,20240518,139500,83.42,0.0,14.0,,,2005,아파트,중개거래,서울 마포구,2024-05-18
2024,11560,영등포구,13200,신길동,1,대지,4958,0000,보라매에스케이뷰,20240518,142000,84.98,0.0,10.0,,,2020,아파트,중개거래,서울 영등포구,2024-05-18
2024,11680,강남구,10100,역삼동,1,대지,0754,0001,역삼푸르지오,20240518,243000,84.909,0.0,6.0,,,2006,아파트,중개거래,서울 강남구,2024-05-18
2024,11305,강북구,10100,미아동,1,대지,0812,0000,삼성래미안트리베라2단지,20240518,84000,84.29,0.0,8.0,,,2010,아파트,중개거래,서울 강북구,2024-05-18
2024,11440,마포구,11500,상수동,1,대지,0398,0000,래미안밤섬리베뉴Ⅱ,20240518,162500,84.92,0.0,17.0,,,2014,아파트,중개거래,서울 마포구,2024-05-18
2024,11680,강남구,10100,역삼동,1,대지,0757,0000,역삼래미안,20240518,234000,80.87,0.0,2.0,,20240611,2005,아파트,중개거래,"서울 강남구, 서울 서초구",2024-05-18
2024,11380,은평구,10700,응암동,1,대지,0768,0000,백련산해모로,20240518,76500,59.93,0.0,6.0,,,2020,아파트,중개거래,"서울 서대문구, 서울 은평구",2024-05-18
2024,11230,동대문구,10900,휘경동,1,대지,0368,0000,브라운스톤휘경,20240518,76000,59.95,0.0,10.0,,,2013,아파트,중개거래,서울 동대문구,2024-05-18
2024,11650,서초구,10700,반포동,1,대지,0020,0043,반포자이,20240518,260000,59.98,0.0,6.0,,,2009,아파트,중개거래,서울 서초구,2024-05-18
2024,11530,구로구,10800,오류동,1,대지,0346,0000,오류동푸르지오,20240518,63500,61.257,0.0,11.0,,,2004,아파트,중개거래,서울 구로구,2024-05-18
2024,11350,노원구,10200,월계동,1,대지,0013,0000,삼호3,20240518,69000,59.22,0.0,1.0,,,1986,아파트,중개거래,"서울 노원구, 서울 서초구",2024-05-18
2024,11740,강동구,10200,고덕동,1,대지,0688,0000,래미안힐스테이트고덕,20240518,143300,84.94,0.0,6.0,,,2016,아파트,중개거래,서울 강동구,2024-05-18
2024,11260,중랑구,10400,묵동,1,대지,0238,0071,씨밀레하우스,20240518,23000,28.43,16.0,4.0,,,2014,연립다세대,중개거래,서울 중랑구,2024-05-18
2024,11740,강동구,10700,암사동,1,대지,0414,0002,롯데캐슬퍼스트,20240518,157000,112.11,0.0,26.0,,,2008,아파트,중개거래,서울 강동구,2024-05-18
2024,11140,중구,16200,신당동,1,대지,0856,0000,신당KCC스위첸,20240518,107500,72.99,0.0,1.0,,,2019,아파트,중개거래,서울 성동구,2024-05-18
2024,11740,강동구,10800,성내동,1,대지,0465,0001,코랜드빌리지,20240518,79250,82.51,0.0,2.0,,,2001,아파트,중개거래,서울 강동구,2024-05-18
2024,11560,영등포구,10100,영등포동,1,대지,0647,0000,영등포푸르지오,20240518,106000,79.777,0.0,16.0,,,2002,아파트,중개거래,서울 영등포구,2024-05-18
2024,11500,강서구,10500,마곡동,1,대지,0748,0000,마곡13단지힐스테이트마스터,20240518,113000,59.982,0.0,16.0,,,2017,아파트,중개거래,서울 강서구,2024-05-18
2024,11200,성동구,10700,행당동,1,대지,0380,0000,서울숲리버뷰자이,20240518,180000,84.95,0.0,26.0,,,2018,아파트,중개거래,서울 성동구,2024-05-18
2024,11620,관악구,10100,봉천동,1,대지,0218,0046,성신빌라A동,20240518,32000,59.67,43.0,1.0,,,1989,연립다세대,중개거래,서울 관악구,2024-05-18
2024,11740,강동구,10200,고덕동,1,대지,0312,0000,배재현대,20240518,114500,84.9,0.0,15.0,,,1995,아파트,중개거래,서울 강동구,2024-05-18
2024,11350,노원구,10500,상계동,1,대지,0666,0000,상계주공10(고층),20240518,50000,45.77,0.0,6.0,,,1988,아파트,중개거래,서울 성동구,2024-05-18
2024,11590,동작구,10700,사당동,1,대지,1139,0000,사당자이,20240518,75000,60.0,0.0,3.0,,,1999,아파트,중개거래,서울 동작구,2024-05-18
2024,11680,강남구,10100,역삼동,1,대지,0757,0000,역삼래미안,20240518,234000,80.87,0.0,2.0,,,2005,아파트,중개거래,"서울 강남구, 서울 서초구",2024-05-18
2024,11215,광진구,10100,중곡동,1,대지,0053,0011,샤롬빌라트,20240518,26000,39.8,23.0,2.0,,,2002,연립다세대,중개거래,서울 광진구,2024-05-18
2024,11380,은평구,10200,녹번동,1,대지,0283,0000,래미안베라힐즈,20240518,94000,59.99,0.0,8.0,,,2019,아파트,중개거래,서울 은평구,2024-05-18
2024,11530,구로구,10900,궁동,1,대지,0089,0018,샤론펠리스,20240518,33800,84.91,47.0,5.0,,,2009,연립다세대,중개거래,서울 구로구,2024-05-18
2024,11740,강동구,10100,명일동,1,대지,0359,0000,래미안솔베뉴,20240518,143500,78.07,0.0,8.0,,,2019,아파트,중개거래,서울 강동구,2024-05-18
2024,11680,강남구,10600,대치동,1,대지,1027,0000,래미안대치팰리스,20240518,487000,114.14,0.0,17.0,,,2015,아파트,중개거래,서울 강남구,2024-05-18
2024,11440,마포구,12300,망원동,1,대지,0469,0023,삼우렉스빌(469-23),20240518,24800,25.67,16.0,2.0,,,2011,연립다세대,중개거래,서울 마포구,2024-05-18
2024,11740,강동구,10200,고덕동,1,대지,0688,0000,래미안힐스테이트고덕,20240518,152750,84.74,0.0,6.0,,,2016,아파트,중개거래,서울 강동구,2024-05-18
2024,11650,서초구,10600,잠원동,1,대지,0159,0000,아크로리버뷰신반포,20240518,380000,78.5,0.0,14.0,,,2018,아파트,중개거래,서울 서초구,2024-05-18
2024,11215,광진구,10500,자양동,1,대지,0803,0008,린채하우스,20240518,36500,24.75,17.0,3.0,,,2018,연립다세대,중개거래,서울 광진구,2024-05-18
2024,11440,마포구,11400,창전동,1,대지,0449,0000,마포웨스트리버태영데시앙,20240518,123000,74.784,0.0,15.0,,,2019,아파트,중개거래,서울 마포구,2024-05-18
2024,11440,마포구,11400,창전동,1,대지,0449,0000,마포웨스트리버태영데시앙,20240518,120000,74.784,0.0,19.0,,,2019,아파트,중개거래,서울 마포구,2024-05-18
2024,11200,성동구,10200,하왕십리동,1,대지,1070,0000,센트라스,20240518,134000,59.93,0.0,25.0,,,2016,아파트,중개거래,서울 성동구,2024-05-18
2024,11410,서대문구,11000,북아현동,1,대지,1009,0000,두산,20240518,75500,59.96,0.0,3.0,,,1999,아파트,중개거래,서울 서대문구,2024-05-18
2024,11440,마포구,11400,창전동,1,대지,0449,0000,마포웨스트리버태영데시앙,20240518,121000,84.558,0.0,1.0,,,2019,아파트,중개거래,서울 마포구,2024-05-18
2024,11500,강서구,10300,화곡동,1,대지,1130,0007,비원그린빌라,20240518,25700,43.92,53.0,2.0,,,1986,연립다세대,중개거래,서울 강서구,2024-05-18
2024,11620,관악구,10200,신림동,1,대지,0661,0046,푸름네이쳐빌(661-46),20240518,23000,28.13,18.0,5.0,,,2016,연립다세대,중개거래,서울 관악구,2024-05-18
2024,11200,성동구,11300,옥수동,1,대지,0560,0000,옥수어울림,20240518,155000,84.699,0.0,13.0,,,2011,아파트,중개거래,서울 성동구,2024-05-18
2024,11350,노원구,10600,중계동,1,대지,0592,0000,중계3벽산,20240518,83000,85.0,0.0,13.0,,,1999,아파트,중개거래,서울 노원구,2024-05-18
2024,11530,구로구,10700,개봉동,1,대지,0133,0018,팰리스뷰,20240518,17300,29.94,19.0,2.0,,,2016,연립다세대,중개거래,서울 구로구,2024-05-18
2024,11620,관악구,10200,신림동,,,,,,20240517,190437,249.39,224.0,0.0,,20240528,1990,단독다가구,직거래,,2024-05-17
2024,11410,서대문구,12000,남가좌동,1,대지,0396,0000,DMC금호리첸시아,20240517,127000,84.99,0.0,20.0,,,2022,아파트,중개거래,서울 서대문구,2024-05-17
2024,11545,금천구,10200,독산동,1,대지,0292,0011,디밸리,20240517,17000,20.11,33.486,6.0,,,2022,오피스텔,직거래,,2024-05-17
2024,11590,동작구,10300,상도1동,1,대지,0244,0002,필하우스2차,20240517,29700,29.91,22.73,1.0,,,2020,연립다세대,중개거래,서울 동작구,2024-05-17
2024,11530,구로구,10200,구로동,1,대지,1259,0000,구일우성,20240517,45500,59.44,0.0,5.0,,,1998,아파트,중개거래,서울 구로구,2024-05-17
2024,11710,송파구,10900,장지동,1,대지,0843,0000,송파파인타운9단지,20240517,104500,59.95,0.0,1.0,,,2007,아파트,중개거래,"서울 서초구, 서울 송파구",2024-05-17
2024,11260,중랑구,10400,묵동,1,대지,0240,0076,하이베스트빌,20240517,14000,26.79,16.0,5.0,,,2011,연립다세대,직거래,,2024-05-17
2024,11215,광진구,10300,구의동,1,대지,0611,0000,구의현대2단지,20240517,134000,84.91,0.0,2.0,,,1996,아파트,중개거래,서울 광진구,2024-05-17
2024,11680,강남구,11400,일원동,1,대지,0743,0000,디에이치자이개포,20240517,280000,84.73,0.0,23.0,,,2021,아파트,중개거래,서울 강남구,2024-05-17
2024,11170,용산구,12900,이촌동,1,대지,0404,0000,한가람,20240517,154000,59.88,0.0,3.0,,,1998,아파트,중개거래,서울 용산구,2024-05-17
2024,11560,영등포구,12700,양평동3가,1,대지,0090,0001,거성파스텔,20240517,105000,84.99,0.0,14.0,,,1999,아파트,중개거래,서울 영등포구,2024-05-17
2024,11650,서초구,10100,방배동,1,대지,0932,0013,초원빌라9차,20240517,41500,40.44,23.0,1.0,,,1991,연립다세대,중개거래,서울 서초구,2024-05-17
2024,11500,강서구,10300,화곡동,1,대지,1084,0030,한강S-클래스(1084-30),20240517,12300,35.88,22.0,4.0,,,2012,연립다세대,중개거래,서울 강서구,2024-05-17
2024,11500,강서구,10500,마곡동,1,대지,0793,0002,갤럭시인텔리젼스,20240517,11900,19.48,30.0,8.0,,,2015,오피스텔,직거래,,2024-05-17
2024,11545,금천구,10200,독산동,1,대지,0378,0258,디하우스,20240517,18500,29.95,20.0,2.0,,,2016,연립다세대,중개거래,서울 금천구,2024-05-17
2024,11170,용산구,12900,이촌동,1,대지,0300,0023,한강맨숀,20240517,419940,120.56,0.0,2.0,,,1971,아파트,중개거래,서울 용산구,2024-05-17
2024,11740,강동구,11000,강일동,1,대지,0677,0000,강일 포디움,20240517,11500,23.09,35.3169,4.0,,,2016,오피스텔,중개거래,서울 강동구,2024-05-17
2024,11350,노원구,10500,상계동,1,대지,1313,0000,수락리버시티4단지,20240517,60000,84.69,0.0,12.0,,,2009,아파트,중개거래,서울 노원구,2024-05-17
2024,11200,성동구,11300,옥수동,1,대지,0220,0001,한남하이츠,20240517,300000,181.36,0.0,1.0,,,1982,아파트,중개거래,서울 성동구,2024-05-17
2024,11350,노원구,10600,중계동,1,대지,0591,0000,대호,20240517,50000,59.98,0.0,5.0,,,2000,아파트,중개거래,서울 노원구,2024-05-17
2024,11350,노원구,10500,상계동,1,대지,1386,0000,초산아트빌라,20240517,37700,69.37,31.0,2.0,,,1996,연립다세대,중개거래,서울 노원구,2024-05-17
2024,11215,광진구,10300,구의동,1,대지,0072,0006,한라빌라트,20240517,33500,66.6,35.0,4.0,,,1995,연립다세대,중개거래,서울 광진구,2024-05-17
2024,11500,강서구,10300,화곡동,1,대지,0024,0283,강서하이츠빌라,20240517,13400,55.05,34.0,-1.0,,,1991,연립다세대,중개거래,서울 강서구,2024-05-17
2024,11170,용산구,11200,원효로1가,1,대지,0083,0014,라온빌,20240517,60000,29.93,23.0,5.0,,,2020,연립다세대,중개거래,서울 용산구,2024-05-17
2024,11680,강남구,10600,대치동,1,대지,0511,0000,한보미도맨션1,20240517,277000,84.48,0.0,10.0,,,1983,아파트,중개거래,서울 강남구,2024-05-17
2024,11680,강남구,10300,개포동,1,대지,0013,0003,대청타워,20240517,19600,33.502,46.972,14.0,,,1997,오피스텔,중개거래,서울 강남구,2024-05-17
2024,11560,영등포구,11000,여의도동,1,대지,0061,0000,여의도금호리첸시아,20240517,57000,52.77,66.92,5.0,,,2003,오피스텔,중개거래,서울 영등포구,2024-05-17
2024,11560,영등포구,11000,여의도동,1,대지,0011,0011,한서리버파크,20240517,34000,32.89,43.07,14.0,,,1991,오피스텔,중개거래,서울 영등포구,2024-05-17
2024,11215,광진구,10500,자양동,1,대지,0597,0000,대원캐슬6차,20240517,78500,53.62,29.0,3.0,,,2023,연립다세대,직거래,,2024-05-17
2024,11350,노원구,10300,공릉동,1,대지,0362,0012,청운명가(362-12),20240517,30500,41.89,26.0,3.0,,,2018,연립다세대,중개거래,서울 노원구,2024-05-17
2024,11560,영등포구,13300,대림동,1,대지,1123,0000,한솔솔파크,20240517,82500,93.05,0.0,12.0,,,2008,아파트,중개거래,서울 영등포구,2024-05-17
2024,11200,성동구,11400,성수동1가,1,대지,0710,0000,강변건영아파트,20240517,193000,84.952,0.0,8.0,,,2002,아파트,중개거래,서울 성동구,2024-05-17
2024,11380,은평구,10800,역촌동,1,대지,0058,0026,청우빌라,20240517,25500,62.31,44.0,3.0,,,1991,연립다세대,중개거래,서울 은평구,2024-05-17
2024,11320,도봉구,10800,도봉동,1,대지,0030,0001,한신,20240517,56900,84.94,0.0,6.0,,,1995,아파트,중개거래,"서울 도봉구, 서울 성북구",2024-05-17
2024,11680,강남구,11200,자곡동,1,대지,0686,0000,강남한양수자인(4단지),20240517,151000,114.32,0.0,9.0,,,2014,아파트,직거래,,2024-05-17
2024,11440,마포구,10200,공덕동,1,대지,0464,0000,래미안공덕4차,20240517,117500,59.9,0.0,7.0,,,2005,아파트,중개거래,서울 마포구,2024-05-17
2024,11320,도봉구,10800,도봉동,1,대지,0030,0001,한신,20240517,55000,84.94,0.0,4.0,,,1995,아파트,중개거래,서울 도봉구,2024-05-17
2024,11380,은평구,10500,구산동,1,대지,0224,0000,경남아너스빌,20240517,67500,84.69,0.0,8.0,,,2004,아파트,중개거래,서울 은평구,2024-05-17
2024,11350,노원구,10300,공릉동,1,대지,0091,0000,청솔아파트8,20240517,68500,84.65,0.0,5.0,,,2000,아파트,중개거래,서울 노원구,2024-05-17
2024,11560,영등포구,12500,양평동1가,1,대지,0014,0001,한신공영,20240517,67000,59.98,0.0,1.0,,,1996,아파트,중개거래,서울 영등포구,2024-05-17
2024,11500,강서구,10100,염창동,1,대지,0283,0003,대명투웨니퍼스트,20240517,13800,15.04,21.05,4.0,,,2012,오피스텔,중개거래,서울 강서구,2024-05-17
2024,11500,강서구,10900,방화동,1,대지,0564,0085,수진타워,20240517,40000,44.13,26.0,2.0,,,2017,연립다세대,직거래,,2024-05-17
2024,11290,성북구,13300,정릉동,1,대지,0314,0001,한울스페이스,20240517,29500,46.95,40.0,2.0,,,2018,연립다세대,중개거래,서울 종로구,2024-05-17
2024,11470,양천구,10200,목동,1,대지,0533,0015,대명이튼캐슬2차,20240517,26400,37.14,20.0,4.0,,,2015,연립다세대,중개거래,서울 양천구,2024-05-17
2024,11710,송파구,10700,가락동,1,대지,0478,0000,송파동부쎈트레빌,20240517,135000,84.98,0.0,3.0,,,2004,아파트,중개거래,서울 송파구,2024-05-17
2024,11530,구로구,10700,개봉동,1,대지,0478,0000,한진,20240517,57000,84.96,0.0,9.0,,,2000,아파트,중개거래,서울 구로구,2024-05-17
2024,11440,마포구,12300,망원동,1,대지,0519,0000,대명이튼캐슬,20240517,34900,28.65,18.0,2.0,,,2017,연립다세대,중개거래,서울 마포구,2024-05-17
2024,11470,양천구,10100,신정동,1,대지,0966,0008,수팰리스(966-8),20240517,20000,12.48,6.0,3.0,,,2011,연립다세대,중개거래,서울 양천구,2024-05-17
